Distancia [m],Residual
0,-0.06499161004217058
50,0.15083178540203335
100,0.2831906771179149
150,-0.2462267772875748
200,-0.36913432020736536
250,-0.06634239403445008
300,0.1522663588382045
350,-0.054242803982418764
400,0.09729707511070274
450,0.04401585372460204
550,0.2776573399427775
600,0.29837386276111033
650,-0.298534784471741
700,-0.11886194414876172
750,-0.0341733586628834
800,0.31629812959283754
850,-0.2768123217745142
